Contiguous U.S. Statewide Average Temperature,,,,,,
Units: Degrees Fahrenheit,,,,,,
Missing: -99,Rank out of 127 Years,,,,,
2900,New Mexico,201904,53.9,106,2.5,51.4
2900,New Mexico,201905,58.1,14,-2.1,60.2
2900,New Mexico,201906,69.4,61,0.2,69.2
2900,New Mexico,201907,75.5,121,2.8,72.7
2900,New Mexico,201908,75.3,124,4.4,70.9
2900,New Mexico,201909,69,126,4.5,64.5
2900,New Mexico,201910,52.2,17,-1.9,54.1
2900,New Mexico,201911,43.5,79,1.4,42.1
2900,New Mexico,201912,37.2,105,2.9,34.3
2900,New Mexico,202001,37.1,106,3.5,33.6
2900,New Mexico,202002,38.5,75,0.7,37.8
2900,New Mexico,202003,48.1,116,4.6,43.5
2900,New Mexico,202004,54,108,2.6,51.4
2900,New Mexico,202005,65.2,124,5,60.2
2900,New Mexico,202006,72.5,112,3.3,69.2
2900,New Mexico,202007,76.6,125,3.9,72.7
2900,New Mexico,202008,76.2,126,5.3,70.9
2900,New Mexico,202009,65.1,75,0.6,64.5
2900,New Mexico,202010,56.5,113,2.4,54.1
2900,New Mexico,202011,47.5,124,5.4,42.1
2900,New Mexico,202012,35,69,0.7,34.3
2900,New Mexico,202101,34.9,79,1.3,33.6
2900,New Mexico,202102,37.2,51,-0.6,37.8
2900,New Mexico,202103,44.7,74,1.2,43.5
2900,New Mexico,202104,53.1,94,1.7,51.4
2900,New Mexico,202105,62.5,106,2.3,60.2
2900,New Mexico,202106,73,120,3.8,69.2
2900,New Mexico,202107,73.1,73,0.4,72.7
3000,New York,201501,16.2,24,-3.6,19.8
3000,New York,201502,9.2,2,-11.5,20.7
3000,New York,201503,25.5,15,-5.1,30.6
3000,New York,201504,43.3,66,0.5,42.8
3000,New York,201505,61,126,6.5,54.5
3000,New York,201506,63,47,-0.4,63.4
3000,New York,201507,68.1,55,-0.1,68.2
3000,New York,201508,67.5,89,1.5,66
3000,New York,201509,65,125,6.1,58.9
3000,New York,201510,47.4,48,-0.6,48
3000,New York,201511,42.8,123,6.5,36.3
3000,New York,201512,39.3,126,14.8,24.5
3000,New York,201601,23.7,99,3.9,19.8
3000,New York,201602,26.7,113,6,20.7
3000,New York,201603,37.7,118,7.1,30.6
3000,New York,201604,41.3,37,-1.5,42.8
3000,New York,201605,55.7,77,1.2,54.5
3000,New York,201606,64.1,74,0.7,63.4
3000,New York,201607,70.4,105,2.2,68.2
3000,New York,201608,70.9,126,4.9,66
3000,New York,201609,62.9,118,4,58.9
3000,New York,201610,50.5,103,2.5,48
3000,New York,201611,40.2,110,3.9,36.3
3000,New York,201612,27.6,91,3.1,24.5
3000,New York,201701,27.9,119,8.1,19.8
3000,New York,201702,30.6,127,9.9,20.7
3000,New York,201703,28.2,40,-2.4,30.6
3000,New York,201704,48.8,125,6,42.8
3000,New York,201705,54,48,-0.5,54.5
3000,New York,201706,63.9,61,0.5,63.4
3000,New York,201707,68.1,55,-0.1,68.2
3000,New York,201708,65.6,47,-0.4,66
3000,New York,201709,62.3,114,3.4,58.9
3000,New York,201710,54.8,124,6.8,48
3000,New York,201711,36.2,55,-0.1,36.3
3000,New York,201712,22.6,36,-1.9,24.5
3000,New York,201801,19.1,48,-0.7,19.8
3000,New York,201802,29.4,123,8.7,20.7
3000,New York,201803,29.9,57,-0.7,30.6
3000,New York,201804,37.8,5,-5,42.8
3000,New York,201805,60,122,5.5,54.5
3000,New York,201806,63.4,56,0,63.4
3000,New York,201807,71.2,116,3,68.2
3000,New York,201808,70.4,122,4.4,66
3000,New York,201809,63.6,124,4.7,58.9
3000,New York,201810,47.7,53,-0.3,48
3000,New York,201811,33.3,20,-3,36.3
3000,New York,201812,28.5,100,4,24.5
3000,New York,201901,19.4,56,-0.4,19.8
3000,New York,201902,24.2,92,3.5,20.7
3000,New York,201903,29.5,53,-1.1,30.6
3000,New York,201904,44.5,87,1.7,42.8
3000,New York,201905,54.2,51,-0.3,54.5
3000,New York,201906,62.9,44,-0.5,63.4
3000,New York,201907,71,113,2.8,68.2
3000,New York,201908,66.6,73,0.6,66
3000,New York,201909,60.3,86,1.4,58.9
3000,New York,201910,50.2,96,2.2,48
3000,New York,201911,32.8,15,-3.5,36.3
3000,New York,201912,27.3,84,2.8,24.5
3000,New York,202001,27.7,118,7.9,19.8
3000,New York,202002,26.6,111,5.9,20.7
3000,New York,202003,37.2,117,6.6,30.6
3000,New York,202004,41,29,-1.8,42.8
3000,New York,202005,54.1,50,-0.4,54.5
3000,New York,202006,65.1,101,1.7,63.4
3000,New York,202007,72.9,126,4.7,68.2
3000,New York,202008,68.5,105,2.5,66
3000,New York,202009,59.5,70,0.6,58.9
3000,New York,202010,49,74,1,48
3000,New York,202011,41.8,118,5.5,36.3
3000,New York,202012,29.7,110,5.2,24.5
3000,New York,202101,24.1,101,4.3,19.8
3000,New York,202102,21.7,68,1,20.7
3000,New York,202103,35,109,4.4,30.6
3000,New York,202104,45.8,106,3,42.8
3000,New York,202105,54.7,61,0.2,54.5
3000,New York,202106,67.2,122,3.8,63.4
3000,New York,202107,67.7,46,-0.5,68.2
3100,North Carolina,201501,39.4,57,-0.6,40
3100,North Carolina,201502,34.9,8,-7,41.9
3100,North Carolina,201503,50.7,82,1.4,49.3
3100,North Carolina,201504,60,102,2.2,57.8
3100,North Carolina,201505,68.6,106,2.2,66.4
3100,North Carolina,201506,77.3,124,3.7,73.6
3100,North Carolina,201507,78.5,101,1.6,76.9
3100,North Carolina,201508,76.1,73,0.5,75.6
3100,North Carolina,201509,71.6,87,1.4,70.2
3100,North Carolina,201510,60,69,0.4,59.6
3100,North Carolina,201511,54.4,120,5.1,49.3
3100,North Carolina,201512,54.7,126,13.2,41.5
3100,North Carolina,201601,38.4,43,-1.6,40
3100,North Carolina,201602,43.2,74,1.3,41.9
3100,North Carolina,201603,56.2,124,6.9,49.3
3100,North Carolina,201604,58.7,81,0.9,57.8
3100,North Carolina,201605,65.8,49,-0.6,66.4
3100,North Carolina,201606,75.3,105,1.7,73.6
3100,North Carolina,201607,80.1,125,3.2,76.9
3100,North Carolina,201608,79.2,124,3.6,75.6
3100,North Carolina,201609,74.3,119,4,70.3
3100,North Carolina,201610,63.2,116,3.6,59.6
3100,North Carolina,201611,51.7,93,2.4,49.3
3100,North Carolina,201612,44,92,2.5,41.5
3100,North Carolina,201701,45.4,114,5.4,40
3100,North Carolina,201702,50.7,126,8.8,41.9
3100,North Carolina,201703,50,71,0.7,49.3
3100,North Carolina,201704,63.9,127,6.1,57.8
3100,North Carolina,201705,67.7,92,1.3,66.4
3100,North Carolina,201706,73.8,58,0.2,73.6
3100,North Carolina,201707,78.7,109,1.8,76.9
3100,North Carolina,201708,75.8,62,0.2,75.6
3100,North Carolina,201709,70.5,71,0.2,70.3
3100,North Carolina,201710,62.8,114,3.2,59.6
3100,North Carolina,201711,50.3,78,1,49.3
3100,North Carolina,201712,42.4,78,0.9,41.5
3100,North Carolina,201801,35.9,20,-4.1,40
3100,North Carolina,201802,51.9,127,10,41.9
3100,North Carolina,201803,46.3,21,-3,49.3
3100,North Carolina,201804,56.1,24,-1.7,57.8
3100,North Carolina,201805,71.6,124,5.2,66.4
3100,North Carolina,201806,76.8,118,3.2,73.6
3100,North Carolina,201807,77.2,73,0.3,76.9
3100,North Carolina,201808,77.3,106,1.7,75.6
3100,North Carolina,201809,76.2,124,6,70.2
3100,North Carolina,201810,62.5,112,2.9,59.6
3100,North Carolina,201811,48.4,46,-0.9,49.3
3100,North Carolina,201812,45,100,3.5,41.5
3100,North Carolina,201901,42,89,2,40
3100,North Carolina,201902,48.1,120,6.2,41.9
3100,North Carolina,201903,48.8,53,-0.5,49.3
3100,North Carolina,201904,61.1,113,3.3,57.8
3100,North Carolina,201905,72.2,126,5.8,66.4
3100,North Carolina,201906,74.2,70,0.6,73.6
3100,North Carolina,201907,79,114,2.1,76.9
3100,North Carolina,201908,77,96,1.4,75.6
3100,North Carolina,201909,74.9,122,4.6,70.3
3100,North Carolina,201910,64.6,122,5,59.6
3100,North Carolina,201911,47.4,32,-1.9,49.3
3100,North Carolina,201912,46.6,111,5.1,41.5
3100,North Carolina,202001,46.1,117,6.1,40
3100,North Carolina,202002,47.1,117,5.2,41.9
3100,North Carolina,202003,55.9,123,6.6,49.3
3100,North Carolina,202004,57.5,50,-0.3,57.8
3100,North Carolina,202005,63.6,13,-2.8,66.4
3100,North Carolina,202006,73.2,47,-0.4,73.6
3100,North Carolina,202007,79.7,122,2.8,76.9
3100,North Carolina,202008,77.5,109,1.9,75.6
3100,North Carolina,202009,69.8,51,-0.4,70.2
3100,North Carolina,202010,63.1,115,3.5,59.6
3100,North Carolina,202011,54.8,124,5.5,49.3
3100,North Carolina,202012,42.3,74,0.8,41.5
3100,North Carolina,202101,40.9,77,0.9,40
3100,North Carolina,202102,42.1,61,0.2,41.9
3100,North Carolina,202103,53.1,105,3.8,49.3
3100,North Carolina,202104,58.5,71,0.7,57.8
3100,North Carolina,202105,65.6,46,-0.8,66.4
3100,North Carolina,202106,73.9,59,0.3,73.6
3100,North Carolina,202107,77.2,73,0.3,76.9
3200,North Dakota,201501,16,110,9.6,6.4
3200,North Dakota,201502,8.4,45,-3.5,11.9
3200,North Dakota,201503,33,115,8.2,24.8
3200,North Dakota,201504,44.3,99,3.1,41.2
3200,North Dakota,201505,52.4,48,-1.3,53.7
3200,North Dakota,201506,65.1,95,2.2,62.9
3200,North Dakota,201507,69.9,76,0.9,69
3200,North Dakota,201508,68,78,1.1,66.9
3200,North Dakota,201509,62,121,5.7,56.3
3200,North Dakota,201510,47.8,111,3.8,44
3200,North Dakota,201511,32.5,107,6.1,26.4
3200,North Dakota,201512,21.1,113,8.4,12.7
3200,North Dakota,201601,14.6,103,8.2,6.4
3200,North Dakota,201602,25.6,122,13.7,11.9
3200,North Dakota,201603,36.3,125,11.5,24.8
3200,North Dakota,201604,41.8,75,0.6,41.2
3200,North Dakota,201605,56.6,105,2.9,53.7
3200,North Dakota,201606,66,105,3.1,62.9
3200,North Dakota,201607,69.3,66,0.3,69
3200,North Dakota,201608,68,78,1.1,66.9
3200,North Dakota,201609,58.6,94,2.3,56.3
3200,North Dakota,201610,46.1,95,2.1,44
3200,North Dakota,201611,39.3,126,12.9,26.4
3200,North Dakota,201612,10.2,43,-2.5,12.7
3200,North Dakota,201701,11.2,85,4.8,6.4
3200,North Dakota,201702,20.5,109,8.6,11.9
3200,North Dakota,201703,27.4,85,2.6,24.8
3200,North Dakota,201704,42.7,86,1.5,41.2
3200,North Dakota,201705,54.8,81,1.1,53.7
3200,North Dakota,201706,64.8,92,1.9,62.9
3200,North Dakota,201707,72.2,113,3.2,69
3200,North Dakota,201708,65.2,38,-1.7,66.9
3200,North Dakota,201709,58.3,90,2,56.3
3200,North Dakota,201710,45,75,1,44
3200,North Dakota,201711,26.4,56,0,26.4
3200,North Dakota,201712,15.6,79,2.9,12.7
3200,North Dakota,201801,11.8,91,5.4,6.4
3200,North Dakota,201802,5.4,19,-6.5,11.9
3200,North Dakota,201803,24.7,62,-0.1,24.8
3200,North Dakota,201804,33.3,6,-7.9,41.2
3200,North Dakota,201805,60.2,123,6.5,53.7
3200,North Dakota,201806,67.4,119,4.5,62.9
3200,North Dakota,201807,69.3,66,0.3,69
3200,North Dakota,201808,67.6,71,0.7,66.9
3200,North Dakota,201809,55,40,-1.3,56.3
3200,North Dakota,201810,39.1,14,-4.9,44
3200,North Dakota,201811,22.9,32,-3.5,26.4
3200,North Dakota,201812,20.8,111,8.1,12.7
3200,North Dakota,201901,9.8,77,3.4,6.4
3200,North Dakota,201902,-2.7,2,-14.6,11.9
3200,North Dakota,201903,20.6,34,-4.2,24.8
3200,North Dakota,201904,41.8,75,0.6,41.2
3200,North Dakota,201905,49.6,12,-4.1,53.7
3200,North Dakota,201906,64,81,1.1,62.9
3200,North Dakota,201907,69.3,66,0.3,69
3200,North Dakota,201908,65.5,41,-1.4,66.9
3200,North Dakota,201909,58.3,90,2,56.3
3200,North Dakota,201910,37.6,6,-6.4,44
3200,North Dakota,201911,26.1,53,-0.3,26.4
3200,North Dakota,201912,16.1,81,3.4,12.7
3200,North Dakota,202001,12.8,94,6.4,6.4
3200,North Dakota,202002,17.8,99,5.9,11.9
3200,North Dakota,202003,29.8,97,5,24.8
3200,North Dakota,202004,37.6,24,-3.6,41.2
3200,North Dakota,202005,52.5,51,-1.2,53.7
3200,North Dakota,202006,67,115,4.1,62.9
3200,North Dakota,202007,70.4,87,1.4,69
3200,North Dakota,202008,69.2,104,2.3,66.9
3200,North Dakota,202009,57.1,75,0.8,56.3
3200,North Dakota,202010,37.8,8,-6.2,44
3200,North Dakota,202011,31.9,106,5.5,26.4
3200,North Dakota,202012,23.4,123,10.7,12.7
3200,North Dakota,202101,21.1,125,14.7,6.4
3200,North Dakota,202102,5.7,23,-6.2,11.9
3200,North Dakota,202103,35.8,124,11,24.8
3200,North Dakota,202104,40.6,52,-0.6,41.2
3200,North Dakota,202105,52.7,53,-1,53.7
3200,North Dakota,202106,69.1,125,6.2,62.9
3200,North Dakota,202107,73.9,125,4.9,69
3300,Ohio,201501,24.4,37,-2.5,26.9
3300,Ohio,201502,17.3,2,-11.7,29
3300,Ohio,201503,35.9,38,-2.6,38.5
3300,Ohio,201504,51.5,94,2.3,49.2
3300,Ohio,201505,65,116,5,60
3300,Ohio,201506,69.8,79,0.9,68.9
3300,Ohio,201507,71.6,26,-1.4,73
3300,Ohio,201508,70.1,40,-0.8,70.9
3300,Ohio,201509,68.4,117,3.9,64.5
3300,Ohio,201510,54.4,89,1.6,52.8
3300,Ohio,201511,47.3,122,6.5,40.8
3300,Ohio,201512,43.7,126,13.3,30.4
3300,Ohio,201601,27.2,62,0.3,26.9
3300,Ohio,201602,33.6,99,4.6,29
3300,Ohio,201603,46.5,121,8,38.5
3300,Ohio,201604,50.2,74,1,49.2
3300,Ohio,201605,59.7,57,-0.3,60
3300,Ohio,201606,71.2,105,2.3,68.9
3300,Ohio,201607,74.8,104,1.8,73
3300,Ohio,201608,76,124,5.1,70.9
3300,Ohio,201609,69.2,123,4.7,64.5
3300,Ohio,201610,57.7,119,4.9,52.8
3300,Ohio,201611,45.8,113,5,40.8
3300,Ohio,201612,31,58,0.6,30.4
3300,Ohio,201701,34.6,118,7.7,26.9
3300,Ohio,201702,40.5,127,11.5,29
3300,Ohio,201703,40.4,81,1.9,38.5
3300,Ohio,201704,56.6,127,7.4,49.2
3300,Ohio,201705,60.1,60,0.1,60
3300,Ohio,201706,69.6,72,0.7,68.9
3300,Ohio,201707,73,68,0,73
3300,Ohio,201708,69.7,30,-1.2,70.9
3300,Ohio,201709,65.8,80,1.3,64.5
3300,Ohio,201710,57.4,118,4.6,52.8
3300,Ohio,201711,41.8,75,1,40.8
3300,Ohio,201712,29.2,41,-1.2,30.4
3300,Ohio,201801,25,41,-1.9,26.9
3300,Ohio,201802,36.6,122,7.6,29
3300,Ohio,201803,36.4,44,-2.1,38.5
3300,Ohio,201804,45.1,10,-4.1,49.2
3300,Ohio,201805,68,127,8,60
3300,Ohio,201806,71.4,109,2.5,68.9
3300,Ohio,201807,73.8,89,0.8,73
3300,Ohio,201808,73.6,110,2.7,70.9
3300,Ohio,201809,69.6,125,5.1,64.5
3300,Ohio,201810,54.3,85,1.5,52.8
3300,Ohio,201811,37.4,14,-3.4,40.8
3300,Ohio,201812,35.1,104,4.7,30.4
3300,Ohio,201901,27.4,66,0.5,26.9
3300,Ohio,201902,33,98,4,29
3300,Ohio,201903,36.8,49,-1.7,38.5
3300,Ohio,201904,52.3,104,3.1,49.2
3300,Ohio,201905,62.8,98,2.8,60
3300,Ohio,201906,68.8,46,-0.1,68.9
3300,Ohio,201907,75.9,115,2.9,73
3300,Ohio,201908,71.8,81,0.9,70.9
3300,Ohio,201909,69.8,126,5.3,64.5
3300,Ohio,201910,56.5,112,3.7,52.8
3300,Ohio,201911,37.4,14,-3.4,40.8
3300,Ohio,201912,36.2,112,5.8,30.4
3300,Ohio,202001,35,121,8.1,26.9
3300,Ohio,202002,32.8,94,3.8,29
3300,Ohio,202003,44.7,115,6.2,38.5
3300,Ohio,202004,47.8,34,-1.4,49.2
3300,Ohio,202005,58.4,40,-1.6,60
3300,Ohio,202006,70.4,90,1.5,68.9
3300,Ohio,202007,76.8,122,3.8,73
3300,Ohio,202008,72.2,90,1.3,70.9
3300,Ohio,202009,64.6,59,0.1,64.5
3300,Ohio,202010,53.4,71,0.6,52.8
3300,Ohio,202011,46.4,119,5.6,40.8
3300,Ohio,202012,33.6,96,3.2,30.4
3300,Ohio,202101,30.9,94,4,26.9
3300,Ohio,202102,25.2,27,-3.8,29
3300,Ohio,202103,44.8,116,6.3,38.5
3300,Ohio,202104,51.4,91,2.2,49.2
3300,Ohio,202105,58.8,46,-1.2,60
3300,Ohio,202106,71.7,113,2.8,68.9
3300,Ohio,202107,73.1,70,0.1,73
3400,Oklahoma,201501,37.7,70,1.2,36.5
3400,Oklahoma,201502,37.8,28,-3.4,41.2
3400,Oklahoma,201503,51.1,80,1.8,49.3
3400,Oklahoma,201504,61.4,96,2,59.4
3400,Oklahoma,201505,66.1,24,-1.9,68
3400,Oklahoma,201506,78.4,95,1.5,76.9
3400,Oklahoma,201507,82.1,75,0.4,81.7
3400,Oklahoma,201508,79.3,31,-1.6,80.9
3400,Oklahoma,201509,76.6,114,3.5,73.1
3400,Oklahoma,201510,63.4,96,1.8,61.6
3400,Oklahoma,201511,51.4,101,3,48.4
3400,Oklahoma,201512,44.6,124,5.7,38.9
3400,Oklahoma,201601,38.2,78,1.7,36.5
3400,Oklahoma,201602,47.4,119,6.2,41.2
3400,Oklahoma,201603,54.7,114,5.4,49.3
3400,Oklahoma,201604,61.4,96,2,59.4
3400,Oklahoma,201605,66.2,26,-1.8,68
3400,Oklahoma,201606,79.2,106,2.3,76.9
3400,Oklahoma,201607,83.2,93,1.5,81.7
3400,Oklahoma,201608,80.8,67,-0.1,80.9
3400,Oklahoma,201609,75.3,101,2.2,73.1
3400,Oklahoma,201610,67.1,124,5.5,61.6
3400,Oklahoma,201611,55.4,125,7,48.4
3400,Oklahoma,201612,38.8,55,-0.1,38.9
3400,Oklahoma,201701,40.9,111,4.4,36.5
3400,Oklahoma,201702,50.5,126,9.3,41.2
3400,Oklahoma,201703,56.2,122,6.9,49.3
3400,Oklahoma,201704,61.4,96,2,59.4
3400,Oklahoma,201705,66.9,37,-1.1,68
3400,Oklahoma,201706,77.3,72,0.4,76.9
3400,Oklahoma,201707,82.5,79,0.8,81.7
3400,Oklahoma,201708,77.3,10,-3.6,80.9
3400,Oklahoma,201709,73.3,65,0.2,73.1
3400,Oklahoma,201710,62,73,0.4,61.6
3400,Oklahoma,201711,52.9,116,4.5,48.4
3400,Oklahoma,201712,40.5,77,1.6,38.9
3400,Oklahoma,201801,36.6,54,0.1,36.5
3400,Oklahoma,201802,41,61,-0.2,41.2
3400,Oklahoma,201803,53,99,3.7,49.3
3400,Oklahoma,201804,54.2,2,-5.2,59.4
3400,Oklahoma,201805,75.1,127,7.1,68
3400,Oklahoma,201806,80.6,118,3.7,76.9
3400,Oklahoma,201807,82.7,84,1,81.7
3400,Oklahoma,201808,79.9,46,-1,80.9
3400,Oklahoma,201809,73.9,79,0.8,73.1
3400,Oklahoma,201810,60.1,33,-1.5,61.6
3400,Oklahoma,201811,44.5,11,-3.9,48.4
3400,Oklahoma,201812,40.8,82,1.9,38.9
3400,Oklahoma,201901,38.3,82,1.8,36.5
3400,Oklahoma,201902,40.3,52,-0.9,41.2
3400,Oklahoma,201903,47.3,36,-2,49.3
3400,Oklahoma,201904,60.4,85,1,59.4
3400,Oklahoma,201905,67,40,-1,68
3400,Oklahoma,201906,75.4,33,-1.5,76.9
3400,Oklahoma,201907,80.8,44,-0.9,81.7
3400,Oklahoma,201908,82.4,90,1.5,80.9
3400,Oklahoma,201909,79.7,125,6.6,73.1
3400,Oklahoma,201910,57.4,10,-4.2,61.6
3400,Oklahoma,201911,46.2,32,-2.2,48.4
3400,Oklahoma,201912,43.2,117,4.3,38.9
3400,Oklahoma,202001,42.3,118,5.8,36.5
3400,Oklahoma,202002,41.8,73,0.6,41.2
3400,Oklahoma,202003,55.5,119,6.2,49.3
3400,Oklahoma,202004,58,39,-1.4,59.4
3400,Oklahoma,202005,67.2,44,-0.8,68
3400,Oklahoma,202006,78.8,99,1.9,76.9
3400,Oklahoma,202007,82.6,82,0.9,81.7
3400,Oklahoma,202008,79.5,36,-1.4,80.9
3400,Oklahoma,202009,70.4,23,-2.7,73.1
3400,Oklahoma,202010,58.3,16,-3.3,61.6
3400,Oklahoma,202011,53.5,118,5.1,48.4
3400,Oklahoma,202012,41.1,86,2.2,38.9
3400,Oklahoma,202101,39.8,98,3.3,36.5
3400,Oklahoma,202102,31.3,6,-9.9,41.2
3400,Oklahoma,202103,54,106,4.7,49.3
3400,Oklahoma,202104,57.5,28,-1.9,59.4
3400,Oklahoma,202105,65.9,21,-2.1,68
3400,Oklahoma,202106,77.4,77,0.5,76.9
3400,Oklahoma,202107,79.9,31,-1.8,81.7
3500,Oregon,201501,38.1,125,7.9,30.2
3500,Oregon,201502,41.7,127,7.6,34.1
3500,Oregon,201503,45.7,126,7.4,38.3
3500,Oregon,201504,44.7,74,0.8,43.9
3500,Oregon,201505,53.5,110,3,50.5
3500,Oregon,201506,65.6,127,8.4,57.2
3500,Oregon,201507,67.5,110,2.7,64.8
3500,Oregon,201508,66.9,112,3,63.9
3500,Oregon,201509,58.1,72,0.8,57.3
3500,Oregon,201510,54.3,125,6.2,48.1
3500,Oregon,201511,35.8,30,-1.9,37.7
3500,Oregon,201512,32.4,71,0.6,31.8
3500,Oregon,201601,33.1,87,2.9,30.2
3500,Oregon,201602,40.2,121,6.1,34.1
3500,Oregon,201603,41.2,103,2.9,38.3
3500,Oregon,201604,50.1,126,6.2,43.9
3500,Oregon,201605,53.2,106,2.7,50.5
3500,Oregon,201606,60.5,113,3.3,57.2
3500,Oregon,201607,64.4,44,-0.4,64.8
3500,Oregon,201608,66.7,110,2.8,63.9
3500,Oregon,201609,57.1,56,-0.2,57.3
3500,Oregon,201610,48.1,58,0,48.1
3500,Oregon,201611,43.2,125,5.5,37.7
3500,Oregon,201612,27.4,13,-4.4,31.8
3500,Oregon,201701,26.7,16,-3.5,30.2
3500,Oregon,201702,34.8,68,0.7,34.1
3500,Oregon,201703,41.6,109,3.3,38.3
3500,Oregon,201704,42.9,46,-1,43.9
3500,Oregon,201705,52.9,101,2.4,50.5
3500,Oregon,201706,59.9,110,2.7,57.2
3500,Oregon,201707,69.2,120,4.4,64.8
3500,Oregon,201708,69.6,126,5.7,63.9
3500,Oregon,201709,59.6,101,2.3,57.3
3500,Oregon,201710,47,37,-1.1,48.1
3500,Oregon,201711,39.3,89,1.6,37.7
3500,Oregon,201712,32.9,78,1.1,31.8
3500,Oregon,201801,37.5,123,7.3,30.2
3500,Oregon,201802,33.2,48,-0.9,34.1
3500,Oregon,201803,38.4,65,0.1,38.3
3500,Oregon,201804,45,82,1.1,43.9
3500,Oregon,201805,55.4,123,4.9,50.5
3500,Oregon,201806,58.5,87,1.3,57.2
3500,Oregon,201807,69,118,4.2,64.8
3500,Oregon,201808,66.5,106,2.6,63.9
3500,Oregon,201809,57.4,61,0.1,57.3
3500,Oregon,201810,48.8,82,0.7,48.1
3500,Oregon,201811,39.3,89,1.6,37.7
3500,Oregon,201812,32.3,69,0.5,31.8
3500,Oregon,201901,35.3,114,5.1,30.2
3500,Oregon,201902,28.8,11,-5.3,34.1
3500,Oregon,201903,37.3,46,-1,38.3
3500,Oregon,201904,46.1,102,2.2,43.9
3500,Oregon,201905,52.7,96,2.2,50.5
3500,Oregon,201906,59,98,1.8,57.2
3500,Oregon,201907,64.9,59,0.1,64.8
3500,Oregon,201908,67.1,114,3.2,63.9
3500,Oregon,201909,56.6,47,-0.7,57.3
3500,Oregon,201910,43.2,4,-4.9,48.1
3500,Oregon,201911,40.5,107,2.8,37.7
3500,Oregon,201912,34.2,96,2.4,31.8
3500,Oregon,202001,34.9,106,4.7,30.2
3500,Oregon,202002,35.9,90,1.8,34.1
3500,Oregon,202003,38.8,74,0.5,38.3
3500,Oregon,202004,46.4,106,2.5,43.9
3500,Oregon,202005,52.6,94,2.1,50.5
3500,Oregon,202006,57.9,76,0.7,57.2
3500,Oregon,202007,66,82,1.2,64.8
3500,Oregon,202008,67.2,116,3.3,63.9
3500,Oregon,202009,62.6,126,5.3,57.3
3500,Oregon,202010,51.3,116,3.2,48.1
3500,Oregon,202011,38.4,72,0.7,37.7
3500,Oregon,202012,34.2,96,2.4,31.8
3500,Oregon,202101,34.8,105,4.6,30.2
3500,Oregon,202102,33.6,53,-0.5,34.1
3500,Oregon,202103,39,80,0.7,38.3
3500,Oregon,202104,46.7,109,2.8,43.9
3500,Oregon,202105,52,87,1.5,50.5
3500,Oregon,202106,65.3,126,8.1,57.2
3500,Oregon,202107,71.6,127,6.8,64.8
3600,Pennsylvania,201501,22.5,33,-2.8,25.3
3600,Pennsylvania,201502,16.1,2,-10.4,26.5
3600,Pennsylvania,201503,31.6,18,-4.2,35.8
3600,Pennsylvania,201504,48.4,81,1.6,46.8
3600,Pennsylvania,201505,63.4,120,5.8,57.6
3600,Pennsylvania,201506,67.1,82,1.1,66
3600,Pennsylvania,201507,70.4,62,0,70.4
3600,Pennsylvania,201508,68.9,70,0.5,68.4
3600,Pennsylvania,201509,66.6,123,4.9,61.7
3600,Pennsylvania,201510,50.7,58,0.1,50.6
3600,Pennsylvania,201511,45.5,124,6.2,39.3
3600,Pennsylvania,201512,42.3,126,13.4,28.9
3600,Pennsylvania,201601,25.4,64,0.1,25.3
3600,Pennsylvania,201602,30.7,102,4.2,26.5
3600,Pennsylvania,201603,43.3,122,7.5,35.8
3600,Pennsylvania,201604,47,62,0.2,46.8
3600,Pennsylvania,201605,57.4,57,-0.2,57.6
3600,Pennsylvania,201606,67.4,91,1.4,66
3600,Pennsylvania,201607,73,111,2.6,70.4
3600,Pennsylvania,201608,73.4,126,5,68.4
3600,Pennsylvania,201609,66.2,121,4.5,61.7
3600,Pennsylvania,201610,53.6,110,3,50.6
3600,Pennsylvania,201611,42.6,102,3.3,39.3
3600,Pennsylvania,201612,31.2,83,2.3,28.9
3600,Pennsylvania,201701,31.8,115,6.5,25.3
3600,Pennsylvania,201702,36.6,127,10.1,26.5
3600,Pennsylvania,201703,35.3,61,-0.5,35.8
3600,Pennsylvania,201704,53.7,127,6.9,46.8
3600,Pennsylvania,201705,57.1,50,-0.5,57.6
3600,Pennsylvania,201706,66.8,78,0.8,66
3600,Pennsylvania,201707,71.4,93,1,70.4
3600,Pennsylvania,201708,67.4,34,-1,68.4
3600,Pennsylvania,201709,63.8,97,2.1,61.7
3600,Pennsylvania,201710,56.2,122,5.6,50.6
3600,Pennsylvania,201711,39.2,55,-0.1,39.3
3600,Pennsylvania,201712,28,44,-0.9,28.9
3600,Pennsylvania,201801,23.1,37,-2.2,25.3
3600,Pennsylvania,201802,34.3,125,7.8,26.5
3600,Pennsylvania,201803,33,32,-2.8,35.8
3600,Pennsylvania,201804,43.2,9,-3.6,46.8
3600,Pennsylvania,201805,64,125,6.4,57.6
3600,Pennsylvania,201806,66.6,69,0.6,66
3600,Pennsylvania,201807,71.6,95,1.2,70.4
3600,Pennsylvania,201808,72.1,121,3.7,68.4
3600,Pennsylvania,201809,66.7,124,5,61.7
3600,Pennsylvania,201810,52.3,90,1.7,50.6
3600,Pennsylvania,201811,36.7,22,-2.6,39.3
3600,Pennsylvania,201812,33.5,108,4.6,28.9
3600,Pennsylvania,201901,25.8,70,0.5,25.3
3600,Pennsylvania,201902,30.2,98,3.7,26.5
